job_title,median_salary_usd
"Chatbot Operator",108611
"Data Entry Clerk",129358
"Automation Analyst",130698
"Automation Analyst",128553
"Data Entry Clerk",144444
"ML Engineer",117744
"Data Entry Clerk",93843
"RPA Developer",140838
"Automation Analyst",99872
"AI Engineer",106246
"ML Engineer",138894
"Chatbot Operator",141271
"Automation Analyst",124447
"Chatbot Operator",101590
"Automation Analyst",95975
"Chatbot Operator",103645
"Data Entry Clerk",91476
"Chatbot Operator",92213
"AI Engineer",95109
"Automation Analyst",99315
"RPA Developer",99786
"RPA Developer",120098
"AI Engineer",99657
"Chatbot Operator",107471
"Data Entry Clerk",92783
"Data Entry Clerk",143165
"Chatbot Operator",117606
"RPA Developer",96409
"AI Engineer",105221
"Automation Analyst",126979
"ML Engineer",132224
"Automation Analyst",143771
"Data Entry Clerk",128584
"AI Engineer",140906
"Data Entry Clerk",124147
"Automation Analyst",122038
"Data Entry Clerk",138347
"Data Entry Clerk",92496
"Data Entry Clerk",115416
"Data Entry Clerk",128995
"AI Engineer",104051
"AI Engineer",127734
"Chatbot Operator",135336
"AI Engineer",92111
"Chatbot Operator",106473
"Chatbot Operator",108438
"Chatbot Operator",127067
"Chatbot Operator",116461
"ML Engineer",141537
"Chatbot Operator",135332
"AI Engineer",131009
"Data Entry Clerk",92988
"Automation Analyst",142326
"ML Engineer",132912
"Chatbot Operator",111235
"RPA Developer",93446
"Data Entry Clerk",148220
"Automation Analyst",139200
"ML Engineer",95266
"Data Entry Clerk",140915
"Chatbot Operator",109828
"RPA Developer",119778
"RPA Developer",130161
"RPA Developer",112924
"ML Engineer",125706
"Automation Analyst",106131
"Automation Analyst",121024
"Data Entry Clerk",144180
"Automation Analyst",115748
"ML Engineer",95505
"AI Engineer",144796
"ML Engineer",107371
"AI Engineer",104686
"Data Entry Clerk",149064
"AI Engineer",124414
"RPA Developer",148831
"Data Entry Clerk",101751
"RPA Developer",132094
"Automation Analyst",138226
"Data Entry Clerk",117283
"RPA Developer",128507
"AI Engineer",131536
"Data Entry Clerk",133834
"Data Entry Clerk",111091
"Automation Analyst",119602
"Chatbot Operator",138200
"RPA Developer",92347
"AI Engineer",144886
"ML Engineer",94755
"RPA Developer",146222
"AI Engineer",97218
"ML Engineer",101015
"ML Engineer",116593
"Chatbot Operator",143826
"Automation Analyst",138070
"Chatbot Operator",108997
"AI Engineer",91429
"ML Engineer",96434
"RPA Developer",98230
"Automation Analyst",116550
"Automation Analyst",116077
"Data Entry Clerk",132736
"Automation Analyst",128990
"Data Entry Clerk",100510
"AI Engineer",99241
"Chatbot Operator",100036
"Automation Analyst",116149
"Automation Analyst",117103
"RPA Developer",144991
"Chatbot Operator",137311
"AI Engineer",94570
"ML Engineer",133896
"Automation Analyst",149766
"Data Entry Clerk",112672
"RPA Developer",127091
"AI Engineer",121134
"Automation Analyst",112342
"Automation Analyst",103204
"Chatbot Operator",119475
"Automation Analyst",99394
"Data Entry Clerk",130868
"Chatbot Operator",100831
"RPA Developer",128069
"AI Engineer",141526
"ML Engineer",112366
"Automation Analyst",101900
"ML Engineer",120011
"Automation Analyst",99474
"Data Entry Clerk",110957
"Automation Analyst",138094
"Data Entry Clerk",132851
"Chatbot Operator",94804
"Chatbot Operator",121794
"Automation Analyst",100902
"RPA Developer",118821
"Chatbot Operator",99374
"Chatbot Operator",122328
"RPA Developer",108901
"Chatbot Operator",102849
"Automation Analyst",132624
"Chatbot Operator",91208
"ML Engineer",107963
"Chatbot Operator",93856
"RPA Developer",95999
"AI Engineer",131984
"Chatbot Operator",148424
"AI Engineer",123072
"RPA Developer",129178
"AI Engineer",97992
"Data Entry Clerk",147675
"Automation Analyst",104567
"ML Engineer",126860
"Automation Analyst",95740
"Chatbot Operator",116192
"AI Engineer",124588
"RPA Developer",111380
"Chatbot Operator",92772
"ML Engineer",93546
"ML Engineer",94345
"Chatbot Operator",147635
"AI Engineer",121973
"Data Entry Clerk",142452
"AI Engineer",113762
"ML Engineer",142115
"AI Engineer",145193
"Automation Analyst",112364
"Chatbot Operator",126731
"Chatbot Operator",116753
"Data Entry Clerk",119078
"ML Engineer",124510
"RPA Developer",124709
"Data Entry Clerk",101202
"ML Engineer",141355
"ML Engineer",98873
"AI Engineer",115850
"AI Engineer",105033
"Automation Analyst",106215
"Data Entry Clerk",132795
"AI Engineer",137621
"Chatbot Operator",126559
"Chatbot Operator",107017
"Chatbot Operator",130125
"RPA Developer",142741
"Data Entry Clerk",119006
"RPA Developer",118641
"AI Engineer",148891
"ML Engineer",128291
"Chatbot Operator",95188
"AI Engineer",114915
"RPA Developer",122831
"Data Entry Clerk",126858
"ML Engineer",126413
"Automation Analyst",140178
"RPA Developer",97651
"RPA Developer",117589
"Data Entry Clerk",135670
"Chatbot Operator",113123
"ML Engineer",96686
"Data Entry Clerk",148170
"ML Engineer",117315
"AI Engineer",107822
"Chatbot Operator",102349
"Automation Analyst",113968
"Automation Analyst",94479
"RPA Developer",108949
"ML Engineer",120171
"Data Entry Clerk",105393
"AI Engineer",120577
"Data Entry Clerk",117448
"ML Engineer",140799
"AI Engineer",91152
"Automation Analyst",120030
"ML Engineer",111046
"Automation Analyst",149011
"Chatbot Operator",146888
"Automation Analyst",120390
"ML Engineer",98049
"ML Engineer",137095
"RPA Developer",94400
"Automation Analyst",117488
"Chatbot Operator",130202
"RPA Developer",103957
"AI Engineer",92445
"Data Entry Clerk",145279
"Data Entry Clerk",95770
"ML Engineer",145033
"Chatbot Operator",108816
"RPA Developer",91528
"Chatbot Operator",133198
"RPA Developer",106395
"ML Engineer",118078
"Automation Analyst",92783
"Data Entry Clerk",144001
"AI Engineer",146828
"AI Engineer",149451
"Data Entry Clerk",138457
"AI Engineer",96114
"RPA Developer",140245
"Chatbot Operator",148038
"RPA Developer",139456
"Data Entry Clerk",107798
"AI Engineer",92650
"RPA Developer",92797
"RPA Developer",138605
"AI Engineer",104285
"Chatbot Operator",134781
"AI Engineer",121540
"ML Engineer",105354
"RPA Developer",138473
"AI Engineer",136810
"Data Entry Clerk",125038
"Data Entry Clerk",146159
"Data Entry Clerk",120186
"AI Engineer",139963
"RPA Developer",99993
"ML Engineer",106388
"Data Entry Clerk",105969
"RPA Developer",106278
"AI Engineer",106988
"Automation Analyst",148546
"Automation Analyst",95678
"Automation Analyst",124597
"AI Engineer",98242
"Data Entry Clerk",97132
"Automation Analyst",127848
"RPA Developer",107163
"AI Engineer",149250
"AI Engineer",119136
"RPA Developer",105770
"RPA Developer",95714
"RPA Developer",127084
"Automation Analyst",111562
"Chatbot Operator",123580
"Automation Analyst",118483
"Data Entry Clerk",113163
"Automation Analyst",102867
"Data Entry Clerk",101850
"Automation Analyst",116265
"Data Entry Clerk",125159
"Automation Analyst",108333
"Data Entry Clerk",113757
"RPA Developer",105500
"Chatbot Operator",104308
"AI Engineer",138507
"AI Engineer",102430
"Data Entry Clerk",122934
"AI Engineer",119250
"Data Entry Clerk",147273
"Data Entry Clerk",124543
"Data Entry Clerk",111972
"RPA Developer",105230
"AI Engineer",141186
"RPA Developer",141637
"AI Engineer",113983
"ML Engineer",105615
"AI Engineer",92942
"Chatbot Operator",102716
"Data Entry Clerk",92363
"Automation Analyst",130491
"Data Entry Clerk",137071
"Chatbot Operator",137100
"ML Engineer",149184
"AI Engineer",100310
"Data Entry Clerk",105188
"AI Engineer",149196
"Data Entry Clerk",117325
"ML Engineer",134341
"Data Entry Clerk",110017
"Automation Analyst",123913
"Chatbot Operator",134965
"ML Engineer",113156
"ML Engineer",98071
"ML Engineer",148061
"ML Engineer",137379
"AI Engineer",141117
"AI Engineer",99378
"Data Entry Clerk",115746
"Automation Analyst",106042
"AI Engineer",129709
"Automation Analyst",130705
"ML Engineer",99172
"Data Entry Clerk",142803
"AI Engineer",99036
"AI Engineer",143946
"Data Entry Clerk",137911
"AI Engineer",136775
"AI Engineer",109369
"RPA Developer",141925
"Automation Analyst",120295
"RPA Developer",138861
"Data Entry Clerk",93061
"Chatbot Operator",96640
"ML Engineer",135011
"ML Engineer",110912
"AI Engineer",119481
"Data Entry Clerk",139058
"Chatbot Operator",108645
"RPA Developer",148797
"Automation Analyst",108886
"ML Engineer",130207
"ML Engineer",96924
"Data Entry Clerk",139475
"ML Engineer",120934
"Data Entry Clerk",134425
"AI Engineer",129051
"Chatbot Operator",118008
"Automation Analyst",103453
"Chatbot Operator",143243
"Automation Analyst",116886
"Chatbot Operator",108792
"AI Engineer",132290
"Data Entry Clerk",124548
"ML Engineer",139197
"ML Engineer",127078
"Data Entry Clerk",95995
"AI Engineer",149890
"Automation Analyst",148773
"RPA Developer",91977
"Data Entry Clerk",145623
"RPA Developer",98565
"AI Engineer",134621
"ML Engineer",111730
"RPA Developer",111933
"ML Engineer",136813
"Data Entry Clerk",149346
"Automation Analyst",124169
"Automation Analyst",112759
"Data Entry Clerk",125221
"ML Engineer",96525
"RPA Developer",131439
"Chatbot Operator",134499
"Automation Analyst",98463
"Data Entry Clerk",141653
"AI Engineer",118614
"Chatbot Operator",104723
"AI Engineer",115734
"AI Engineer",98028
"Data Entry Clerk",131767
"ML Engineer",139296
"Chatbot Operator",142132
"RPA Developer",97349
"Chatbot Operator",123748
"Automation Analyst",144187
"ML Engineer",128651
"ML Engineer",127726
"RPA Developer",131203
"RPA Developer",106401
"Automation Analyst",104371
"Chatbot Operator",108636
"Automation Analyst",136814
"Automation Analyst",117558
"Automation Analyst",106962
"RPA Developer",148092
"AI Engineer",107788
"RPA Developer",91992
"AI Engineer",99767
"Chatbot Operator",123597
"AI Engineer",125660
"AI Engineer",121232
"ML Engineer",115421
"Chatbot Operator",126600
"ML Engineer",143853
"ML Engineer",118516
"AI Engineer",139017
"Automation Analyst",113056
"AI Engineer",113025
"Automation Analyst",114054
"Chatbot Operator",95342
"Automation Analyst",135842
"ML Engineer",133313
"RPA Developer",122920
"Automation Analyst",92529
"Data Entry Clerk",146780
"Automation Analyst",118907
"Automation Analyst",149083
"Chatbot Operator",111625
"Chatbot Operator",96985
"Data Entry Clerk",134716
"Automation Analyst",130726
"AI Engineer",115313
"Automation Analyst",116885
"Automation Analyst",120684
"ML Engineer",120907
"AI Engineer",118072
"Data Entry Clerk",124914
"AI Engineer",120300
"Chatbot Operator",134515
"RPA Developer",136775
"Chatbot Operator",124625
"RPA Developer",110196
"Chatbot Operator",95470
"ML Engineer",104761
"AI Engineer",95921
"ML Engineer",129864
"ML Engineer",121023
"Chatbot Operator",97354
"Automation Analyst",139627
"RPA Developer",112744
"Automation Analyst",112312
"AI Engineer",132450
"Automation Analyst",100131
"RPA Developer",143717
"Chatbot Operator",129932
"Chatbot Operator",127743
"ML Engineer",146735
"Data Entry Clerk",122462
"AI Engineer",126757
"Chatbot Operator",97983
"Automation Analyst",110179
"AI Engineer",124898
"RPA Developer",138867
"Automation Analyst",145596
"RPA Developer",117285
"RPA Developer",114994
"Chatbot Operator",149126
"Automation Analyst",130609
"RPA Developer",104059
"ML Engineer",135230
"Automation Analyst",130827
"Data Entry Clerk",107989
"RPA Developer",99375
"Data Entry Clerk",130019
"Data Entry Clerk",96726
"Data Entry Clerk",107287
"Automation Analyst",125643
"Chatbot Operator",135182
"Automation Analyst",126639
"ML Engineer",125841
"Chatbot Operator",108641
"Automation Analyst",115567
"Data Entry Clerk",109977
"Chatbot Operator",93730
"ML Engineer",100521
"ML Engineer",101860
"ML Engineer",149329
"Automation Analyst",147254
"AI Engineer",101742
"Automation Analyst",99153
"Chatbot Operator",135423
"Data Entry Clerk",102964
"RPA Developer",125549
"ML Engineer",141411
"RPA Developer",131653
"AI Engineer",92418
"AI Engineer",94383
"Data Entry Clerk",137170
"ML Engineer",123668
"Data Entry Clerk",115515
"AI Engineer",130656
"Chatbot Operator",106295
"RPA Developer",121841
"RPA Developer",112347
"AI Engineer",93020
"Automation Analyst",140879
"RPA Developer",147354
"AI Engineer",122693
"Chatbot Operator",146469
"Automation Analyst",133438
"ML Engineer",138121
"Chatbot Operator",93530
"AI Engineer",118363
"Automation Analyst",100095
"Automation Analyst",127012
"RPA Developer",142258
"Data Entry Clerk",129011
"ML Engineer",142798
"Automation Analyst",124314
"Automation Analyst",123855
"ML Engineer",117050
"Data Entry Clerk",97310
"Automation Analyst",121243
"ML Engineer",112750
"ML Engineer",124928
"Chatbot Operator",110327
"AI Engineer",118766
"Chatbot Operator",99761
"Data Entry Clerk",132254
"Data Entry Clerk",140965
"AI Engineer",141524
"AI Engineer",149997
"Automation Analyst",137447
"Chatbot Operator",93883
"Automation Analyst",100692
"ML Engineer",114972
"AI Engineer",122510
"Chatbot Operator",133101
"Data Entry Clerk",115264
"RPA Developer",118436
"Automation Analyst",107317
"Automation Analyst",131087
"Automation Analyst",113480
"Chatbot Operator",118650
"Automation Analyst",121629
"Chatbot Operator",99339
"Data Entry Clerk",134480
"ML Engineer",131884
"Chatbot Operator",132964
"AI Engineer",101769
"RPA Developer",93752
"RPA Developer",127999
"AI Engineer",143020
"ML Engineer",130501
"Chatbot Operator",93564
"Automation Analyst",116335
"Data Entry Clerk",124350
"Chatbot Operator",107635
"Automation Analyst",131477
"AI Engineer",129407
"Data Entry Clerk",94887
"ML Engineer",103202
"RPA Developer",116194
"AI Engineer",130672
"ML Engineer",147884
"ML Engineer",125965
"ML Engineer",137281
"ML Engineer",99027
"Chatbot Operator",93248
"RPA Developer",138694
"Chatbot Operator",135271
"Data Entry Clerk",111501
"AI Engineer",127216
"Data Entry Clerk",129622
"Data Entry Clerk",132568
"Automation Analyst",145727
"RPA Developer",128415
"Chatbot Operator",119902
"AI Engineer",96555
"RPA Developer",97452
"ML Engineer",149998
"Automation Analyst",91526
"Automation Analyst",142842
"AI Engineer",125478
"Data Entry Clerk",95344
"Chatbot Operator",146470
"ML Engineer",92182
"AI Engineer",104062
"RPA Developer",129659
"Data Entry Clerk",106588
"ML Engineer",138619
"ML Engineer",110502
"AI Engineer",142573
"Data Entry Clerk",143818
"Automation Analyst",135458
"Chatbot Operator",95392
"ML Engineer",104633
"RPA Developer",147697
"AI Engineer",128606
"RPA Developer",107137
"RPA Developer",139254
"Data Entry Clerk",143636
"Chatbot Operator",121880
"RPA Developer",130877
"RPA Developer",97489
"Automation Analyst",99395
"AI Engineer",133430
"Data Entry Clerk",93816
"RPA Developer",137121
"Chatbot Operator",112033
"Automation Analyst",96731
"Automation Analyst",117777
"RPA Developer",110493
"Chatbot Operator",109922
"ML Engineer",147056
"AI Engineer",101703
"Data Entry Clerk",136039
"AI Engineer",124300
"Automation Analyst",132155
"RPA Developer",143555
"AI Engineer",127290
"RPA Developer",129155
"AI Engineer",128580
"Data Entry Clerk",121791
"RPA Developer",119997
"Chatbot Operator",98214
"AI Engineer",91796
"ML Engineer",146345
"Chatbot Operator",110315
"Data Entry Clerk",141676
"Data Entry Clerk",118283
"Chatbot Operator",128029
"RPA Developer",98423
"RPA Developer",132414
"ML Engineer",129072
"Data Entry Clerk",148545
"Data Entry Clerk",127709
"RPA Developer",117034
"Chatbot Operator",120840
"Chatbot Operator",95741
"ML Engineer",108695
"Automation Analyst",147824
"Chatbot Operator",128831
"Data Entry Clerk",112543
"AI Engineer",142437
"Data Entry Clerk",132025
"RPA Developer",125349
"ML Engineer",128766
"Data Entry Clerk",127026
"Data Entry Clerk",119516
"ML Engineer",143604
"RPA Developer",135219
"AI Engineer",95357
"Chatbot Operator",102842
"ML Engineer",137761
"Chatbot Operator",135606
"AI Engineer",102487
"ML Engineer",130903
"RPA Developer",132222
"ML Engineer",145021
"Chatbot Operator",141117
"AI Engineer",103135
"RPA Developer",139251
"Automation Analyst",148812
"Data Entry Clerk",105664
"AI Engineer",101411
"Data Entry Clerk",118541
"Automation Analyst",105357
"AI Engineer",123489
"Data Entry Clerk",91527
"RPA Developer",101271
"RPA Developer",122774
"RPA Developer",127515
"Automation Analyst",132347
"RPA Developer",98350
"ML Engineer",129985
"AI Engineer",118351
"RPA Developer",109903
"Data Entry Clerk",130608
"Data Entry Clerk",115816
"RPA Developer",142989
"Chatbot Operator",97397
"ML Engineer",112413
"RPA Developer",117816
"AI Engineer",131447
"Automation Analyst",149057
"ML Engineer",139630
"Automation Analyst",127798
"Data Entry Clerk",138515
"Chatbot Operator",141466
"Automation Analyst",123712
"AI Engineer",118447
"AI Engineer",107797
"ML Engineer",109675
"AI Engineer",94816
"Automation Analyst",125711
"AI Engineer",99708
"Chatbot Operator",128543
"Automation Analyst",136031
"Automation Analyst",133899
"Automation Analyst",139910
"RPA Developer",98519
"Data Entry Clerk",132730
"RPA Developer",103431
"ML Engineer",140615
"AI Engineer",137556
"Data Entry Clerk",105856
"Data Entry Clerk",146396
"ML Engineer",100969
"RPA Developer",96908
"ML Engineer",97312
"AI Engineer",111982
"RPA Developer",128933
"AI Engineer",118931
"Automation Analyst",101700
"ML Engineer",111546
"ML Engineer",117324
"RPA Developer",142672
"Data Entry Clerk",121463
"Chatbot Operator",100238
"Chatbot Operator",137292
"Chatbot Operator",99555
"ML Engineer",92140
"AI Engineer",138127
"Chatbot Operator",98477
"Chatbot Operator",99856
"Automation Analyst",130889
"RPA Developer",144160
"RPA Developer",122192
"AI Engineer",149652
"Chatbot Operator",129039
"Automation Analyst",118573
"Data Entry Clerk",147431
"Automation Analyst",122872
"ML Engineer",108677
"Chatbot Operator",95612
"Chatbot Operator",98725
"Chatbot Operator",123582
"AI Engineer",91288
"ML Engineer",97295
"AI Engineer",122990
"Automation Analyst",107982
"Automation Analyst",94453
"RPA Developer",134605
"Automation Analyst",121519
"Chatbot Operator",130142
"AI Engineer",116681
"Data Entry Clerk",122643
"Data Entry Clerk",98307
"RPA Developer",139965
"RPA Developer",138411
"AI Engineer",95530
"ML Engineer",97463
"AI Engineer",123427
"Automation Analyst",144931
"Data Entry Clerk",114153
"RPA Developer",100148
"AI Engineer",124330
"AI Engineer",112529
"Chatbot Operator",94108
"Data Entry Clerk",99588
"AI Engineer",103220
"AI Engineer",107643
"Chatbot Operator",146647
"RPA Developer",123668
"Chatbot Operator",148164
"Automation Analyst",145756
"Automation Analyst",109156
"Automation Analyst",101729
"AI Engineer",96744
"Automation Analyst",94282
"Automation Analyst",121460
"Data Entry Clerk",138653
"ML Engineer",114219
"Chatbot Operator",112365
"ML Engineer",130818
"Chatbot Operator",145535
"Chatbot Operator",104225
"ML Engineer",134262
"ML Engineer",101685
"RPA Developer",137669
"Data Entry Clerk",119320
"Chatbot Operator",100737
"Automation Analyst",130568
"Chatbot Operator",92226
"ML Engineer",126483
"AI Engineer",122746
"Automation Analyst",133169
"AI Engineer",100295
"Data Entry Clerk",142766
"Data Entry Clerk",112072
"Automation Analyst",113847
"ML Engineer",118219
"Chatbot Operator",108543
"Data Entry Clerk",123641
"ML Engineer",145053
"AI Engineer",131166
"AI Engineer",118321
"AI Engineer",143497
"ML Engineer",143003
"Chatbot Operator",114754
"Chatbot Operator",121200
"RPA Developer",112649
"RPA Developer",138219
"Automation Analyst",134215
"AI Engineer",124205
"RPA Developer",104714
"Automation Analyst",94704
"Data Entry Clerk",110672
"Automation Analyst",143322
"ML Engineer",126407
"ML Engineer",122836
"Chatbot Operator",98228
"AI Engineer",120207
"AI Engineer",100831
"Data Entry Clerk",140027
"RPA Developer",132988
"Data Entry Clerk",118529
"Chatbot Operator",134431
"AI Engineer",114486
"Automation Analyst",144640
"RPA Developer",105562
"Data Entry Clerk",101078
"Data Entry Clerk",117529
"Automation Analyst",139875
"RPA Developer",116610
"Data Entry Clerk",137808
"Data Entry Clerk",104510
"ML Engineer",113006
"Chatbot Operator",132542
"Chatbot Operator",120646
"ML Engineer",117859
"Chatbot Operator",142040
"AI Engineer",109173
"Automation Analyst",98328
"Chatbot Operator",95641
"ML Engineer",133529
"ML Engineer",139747
"ML Engineer",147729
"Chatbot Operator",95214
"Automation Analyst",102012
"Chatbot Operator",103776
"Data Entry Clerk",137435
"AI Engineer",107148
"AI Engineer",113975
"AI Engineer",148938
"RPA Developer",144696
"Automation Analyst",97712
"Chatbot Operator",146845
"Automation Analyst",110532
"Chatbot Operator",108221
"Automation Analyst",115515
"ML Engineer",146144
"ML Engineer",125383
"Automation Analyst",131121
"AI Engineer",127425
"ML Engineer",109934
"Chatbot Operator",92990
"AI Engineer",146858
"RPA Developer",137956
"Automation Analyst",140506
"Chatbot Operator",104647
"AI Engineer",141012
"AI Engineer",132786
"Data Entry Clerk",107410
"Data Entry Clerk",133322
"RPA Developer",98161
"AI Engineer",102106
"RPA Developer",125055
"RPA Developer",94054
"ML Engineer",136256
"Automation Analyst",139947
"Data Entry Clerk",112396
"RPA Developer",110198
"Data Entry Clerk",115375
"Chatbot Operator",137838
"Automation Analyst",113616
"AI Engineer",101733
"AI Engineer",94095
"Automation Analyst",126996
"AI Engineer",139175
"AI Engineer",145676
"AI Engineer",94688
"RPA Developer",137972
"Data Entry Clerk",116035
"RPA Developer",96834
"ML Engineer",107375
"RPA Developer",91937
"Chatbot Operator",108789
"Chatbot Operator",131125
"RPA Developer",119347
"Chatbot Operator",103335
"Data Entry Clerk",117450
"Chatbot Operator",116062
"RPA Developer",142057
"Chatbot Operator",111812
"Automation Analyst",145462
"Chatbot Operator",92754
"Chatbot Operator",110318
"Data Entry Clerk",131240
"Chatbot Operator",114752
"AI Engineer",143687
"Data Entry Clerk",143319
"RPA Developer",91404
"Chatbot Operator",121938
"Automation Analyst",145073
"Chatbot Operator",100245
"AI Engineer",140425
"Data Entry Clerk",120675
"AI Engineer",135991
"RPA Developer",129686
"Automation Analyst",91868
"ML Engineer",107558
"ML Engineer",119264
"AI Engineer",132260
"Data Entry Clerk",146117
"Chatbot Operator",145837
"Chatbot Operator",116694
"Data Entry Clerk",143443
"Data Entry Clerk",133649
"ML Engineer",146709
"Chatbot Operator",129951
"AI Engineer",101965
"Data Entry Clerk",111440
"Automation Analyst",123872
"ML Engineer",98396
"AI Engineer",93503
"Chatbot Operator",136002
"Chatbot Operator",105033
"Chatbot Operator",107808
"Data Entry Clerk",113097
"Automation Analyst",126385
"Chatbot Operator",131143
"Automation Analyst",144824
"AI Engineer",117021
"Chatbot Operator",146041
"Data Entry Clerk",120474
"AI Engineer",98935
"Automation Analyst",138031
"Data Entry Clerk",98874
"Data Entry Clerk",142501
"ML Engineer",118434
"RPA Developer",111276
"Chatbot Operator",130567
"AI Engineer",102224
"Automation Analyst",107624
"RPA Developer",93050
"Data Entry Clerk",117686
"Chatbot Operator",103418
"RPA Developer",126104
"Chatbot Operator",141608
"AI Engineer",104264
"RPA Developer",148224
"Data Entry Clerk",113417
"Chatbot Operator",149993
"Data Entry Clerk",108634
"Data Entry Clerk",106470
"Automation Analyst",134407
"Data Entry Clerk",145639
"Data Entry Clerk",148384
"ML Engineer",104804
"Data Entry Clerk",99753
"Chatbot Operator",105789
"Automation Analyst",136969
"Data Entry Clerk",126684
"ML Engineer",115302
"AI Engineer",111832
"AI Engineer",140016
"RPA Developer",109300
"ML Engineer",96592
"AI Engineer",147790
"ML Engineer",146132
"RPA Developer",135735
"AI Engineer",119528
"Automation Analyst",113509
"Data Entry Clerk",104519
"Chatbot Operator",110385
"Chatbot Operator",139898
"AI Engineer",140528
"ML Engineer",135753
"Automation Analyst",132017
"ML Engineer",142596
"RPA Developer",115603
"RPA Developer",130301
"RPA Developer",137769
"Chatbot Operator",124506
"Chatbot Operator",104025
"ML Engineer",116697
"ML Engineer",95712
"Data Entry Clerk",124189
"Data Entry Clerk",121633
"AI Engineer",97423
"RPA Developer",128249
"RPA Developer",112690
"Chatbot Operator",119171
"Data Entry Clerk",94997
"RPA Developer",112596
"RPA Developer",96414
"RPA Developer",114931
"RPA Developer",99027
"Data Entry Clerk",124899
"Data Entry Clerk",96662
"Chatbot Operator",137401
"Data Entry Clerk",114743
"Chatbot Operator",128453
"Automation Analyst",106948
"Automation Analyst",95589
"Chatbot Operator",113905
"AI Engineer",142701
"Chatbot Operator",139950
"Automation Analyst",94039
"ML Engineer",147774
"Chatbot Operator",142816
"Chatbot Operator",139910
"ML Engineer",129437
"Chatbot Operator",139517
"Chatbot Operator",128297
"ML Engineer",145592
"ML Engineer",122061
"Automation Analyst",111145
"Automation Analyst",147786
"Chatbot Operator",91308
"RPA Developer",147573
"Automation Analyst",127919
"ML Engineer",104252
"AI Engineer",136976
"AI Engineer",110065
"Chatbot Operator",115661
"AI Engineer",136569
"AI Engineer",131425
"Data Entry Clerk",104307
"Automation Analyst",97498
"AI Engineer",140741
"ML Engineer",101834
"ML Engineer",121564
"ML Engineer",115918
"Chatbot Operator",109284
"Data Entry Clerk",109736
"Data Entry Clerk",146884
"Chatbot Operator",138123
"Automation Analyst",118910
"RPA Developer",122378
"Data Entry Clerk",119959
"RPA Developer",120660
"Chatbot Operator",128047
"Data Entry Clerk",98834
"Automation Analyst",118516
"AI Engineer",148679
"Data Entry Clerk",115404
"AI Engineer",105923
"RPA Developer",148087
"AI Engineer",102582
"ML Engineer",133284
"RPA Developer",113074
"Chatbot Operator",139718
"AI Engineer",91518
"AI Engineer",148129
"RPA Developer",115716
"RPA Developer",127317
"AI Engineer",91603
"Automation Analyst",115101
"AI Engineer",134181
"AI Engineer",93486
"Data Entry Clerk",97005
"Chatbot Operator",132319
"ML Engineer",115304
"AI Engineer",134186
"Chatbot Operator",148901
"RPA Developer",127045
"ML Engineer",94980
"Automation Analyst",94113
"Chatbot Operator",105650
"ML Engineer",133228
"AI Engineer",105375
"Automation Analyst",111606
"ML Engineer",101355
"ML Engineer",136989
"Chatbot Operator",134094
"RPA Developer",100194
"ML Engineer",94706
"Automation Analyst",118395
"AI Engineer",125373
"Chatbot Operator",148953
"Data Entry Clerk",118138
"AI Engineer",91508
"Chatbot Operator",135826
"Chatbot Operator",112883
"ML Engineer",145376
"AI Engineer",129472
"AI Engineer",107304
"Automation Analyst",144402
"RPA Developer",136686
"Chatbot Operator",110391
"Automation Analyst",134328
"Automation Analyst",102428
"RPA Developer",136600
"RPA Developer",134840
"ML Engineer",128284
"Data Entry Clerk",135196
"Data Entry Clerk",92503
"AI Engineer",108453
"AI Engineer",135041
"Data Entry Clerk",143488
"ML Engineer",128305
"AI Engineer",113701
"ML Engineer",120471
"AI Engineer",99411
"Data Entry Clerk",127021
"ML Engineer",130683
"RPA Developer",97919
"Data Entry Clerk",110114
"RPA Developer",129376
"ML Engineer",149769
"AI Engineer",130430
"ML Engineer",145875
"RPA Developer",105237
"Automation Analyst",101703
"Data Entry Clerk",124710
"Chatbot Operator",116322
"Chatbot Operator",109609
"ML Engineer",101468
"Automation Analyst",103993
"Chatbot Operator",142185
"Chatbot Operator",111877
"ML Engineer",138735
"Automation Analyst",97351
"ML Engineer",132573
"AI Engineer",101595
"Automation Analyst",126016
"ML Engineer",126045
"RPA Developer",140371
"Data Entry Clerk",114046
"AI Engineer",114678
"Data Entry Clerk",134764
"Automation Analyst",125561
"Chatbot Operator",148008
"AI Engineer",140721
"ML Engineer",93686
"Chatbot Operator",111537
"RPA Developer",117670
"Chatbot Operator",118632
"ML Engineer",108592
"AI Engineer",107324
"Automation Analyst",136132
"Data Entry Clerk",139243
"Data Entry Clerk",115443
"Data Entry Clerk",98412
"RPA Developer",91171
"Chatbot Operator",148384
"Chatbot Operator",136378
"Automation Analyst",123785
"AI Engineer",143874
"Chatbot Operator",117885
"AI Engineer",98193
"RPA Developer",108436
"AI Engineer",120074
"ML Engineer",123880
"Chatbot Operator",103694
"RPA Developer",93074
"Chatbot Operator",102038
"Automation Analyst",103691
"Chatbot Operator",146837
"ML Engineer",144659
"AI Engineer",127333
"ML Engineer",146496
"AI Engineer",112215
"RPA Developer",114618
"Automation Analyst",110410
"AI Engineer",142185
"ML Engineer",149330
"RPA Developer",142137
"AI Engineer",111612
"ML Engineer",99157
"RPA Developer",143485
"AI Engineer",104004
"RPA Developer",146518
