ai_job_id,job_title,industry,ai_tool_used,automation_level,median_salary_usd,job_openings_2024,projected_openings_2030
1249,AI Engineer,Manufacturing,Power BI,High,58054,40758,25601
1250,RPA Developer,IT,UiPath,High,102618,71702,93780
1251,Chatbot Operator,IT,TensorFlow,High,53084,100012,18521
1252,AI Engineer,IT,ChatGPT,Medium,56991,5890,23195
1253,Automation Analyst,Healthcare,TensorFlow,Medium,65557,72137,176574
1254,ML Engineer,Manufacturing,UiPath,Low,126039,119528,85954
1255,Chatbot Operator,Manufacturing,ChatGPT,Medium,58522,5607,110069
1256,Data Entry Clerk,Marketing,Python,Low,86624,126207,64189
1257,ML Engineer,Finance,ChatGPT,High,93034,30081,118093
1258,Data Entry Clerk,Healthcare,UiPath,Low,92493,116603,24040
1259,RPA Developer,Manufacturing,ChatGPT,Medium,77704,42147,38764
1260,RPA Developer,Marketing,Power BI,High,142434,10806,153169
1261,RPA Developer,Finance,Power BI,High,91799,56876,33518
1262,RPA Developer,Marketing,Power BI,High,97748,63254,85003
1263,Chatbot Operator,Marketing,Power BI,High,102773,118691,54258
1264,Automation Analyst,Finance,Power BI,High,69370,24158,101093
1265,Chatbot Operator,IT,OpenCV,Low,84236,72324,145891
1266,Automation Analyst,Healthcare,UiPath,Medium,140571,136654,138308
1267,Automation Analyst,Healthcare,UiPath,High,103217,79254,110896
1268,Data Entry Clerk,Healthcare,Python,Low,112140,128388,43317
1269,Data Entry Clerk,Finance,TensorFlow,High,84121,130546,78169
1270,AI Engineer,Finance,UiPath,High,99120,149457,75472
1271,Data Entry Clerk,IT,UiPath,Low,115650,64344,17605
1272,ML Engineer,Marketing,Python,High,111684,77747,30325
1273,Automation Analyst,IT,ChatGPT,Medium,70950,78807,15450
1274,Data Entry Clerk,Finance,ChatGPT,Medium,105137,61625,99249
1275,AI Engineer,Manufacturing,OpenCV,High,147225,22954,178562
1276,RPA Developer,IT,Power BI,Low,50826,73209,55669
1277,RPA Developer,Marketing,Python,Medium,107477,19269,141774
1278,RPA Developer,Marketing,ChatGPT,High,104885,25794,171309
1279,Data Entry Clerk,IT,Python,Low,118057,134717,49945
1280,Chatbot Operator,Manufacturing,ChatGPT,Low,94419,19042,116636
1281,Chatbot Operator,Marketing,OpenCV,High,114790,107752,175902
1282,AI Engineer,Healthcare,ChatGPT,Medium,65337,129885,127361
1283,Automation Analyst,Manufacturing,UiPath,Low,78420,122560,26854
1284,Chatbot Operator,Healthcare,Python,High,78851,60168,108948
1285,AI Engineer,IT,ChatGPT,Medium,52861,83868,97703
1286,RPA Developer,Healthcare,TensorFlow,Low,84955,15204,151067
1287,Data Entry Clerk,Marketing,TensorFlow,High,65725,52446,157590
1288,Chatbot Operator,Manufacturing,Python,Medium,89861,114332,68996
1289,RPA Developer,Finance,Python,Low,134998,85289,57604
1290,RPA Developer,Manufacturing,OpenCV,Medium,119953,20914,99126
1291,Automation Analyst,Manufacturing,Python,High,115199,114865,96061
1292,Data Entry Clerk,Healthcare,Python,High,85472,25808,139607
1293,RPA Developer,Finance,UiPath,Medium,129471,45773,174535
1294,ML Engineer,Finance,Power BI,High,36890,117848,54312
1295,ML Engineer,IT,TensorFlow,High,66534,115004,21970
1296,RPA Developer,Healthcare,Power BI,Medium,109524,130509,61210
1297,Chatbot Operator,Finance,ChatGPT,Low,134676,54339,157652
1298,Chatbot Operator,IT,Python,High,55381,20032,127593
1299,ML Engineer,Finance,UiPath,High,76626,16322,170074
1300,Data Entry Clerk,Finance,Python,Medium,79278,51667,16667
1301,AI Engineer,Marketing,Python,Low,77436,12684,138881
1302,AI Engineer,IT,TensorFlow,Low,145589,80341,199786
1303,RPA Developer,Healthcare,UiPath,Medium,103483,100050,78192
1304,RPA Developer,Marketing,Python,High,100644,39066,14356
1305,Automation Analyst,Manufacturing,OpenCV,Low,80489,115507,107929
1306,ML Engineer,Healthcare,TensorFlow,High,61074,110620,74260
1307,Chatbot Operator,IT,ChatGPT,High,110105,79302,80229
1308,Data Entry Clerk,Manufacturing,UiPath,Medium,99694,123645,158877
1309,ML Engineer,Marketing,UiPath,Low,138359,69056,159687
1310,RPA Developer,Finance,TensorFlow,Medium,65422,19531,94860
1311,RPA Developer,Healthcare,Power BI,High,42581,45968,51419
1312,Chatbot Operator,Manufacturing,Power BI,Low,128705,145317,23690
1313,ML Engineer,Finance,UiPath,High,53954,100886,100812
1314,ML Engineer,Marketing,UiPath,Medium,67671,129756,116319
1315,AI Engineer,Marketing,TensorFlow,High,83930,121181,87636
1316,AI Engineer,Healthcare,Python,Low,55321,147924,93375
1317,Chatbot Operator,Marketing,ChatGPT,Low,61710,135158,172294
1318,Data Entry Clerk,Healthcare,OpenCV,Low,126304,12317,116107
1319,AI Engineer,Healthcare,Power BI,Low,52878,85427,112941
1320,Chatbot Operator,Finance,Python,High,49670,92799,94908
1321,AI Engineer,Healthcare,ChatGPT,Medium,74369,127856,96859
1322,ML Engineer,Marketing,ChatGPT,High,99493,57994,57155
1323,Chatbot Operator,IT,UiPath,High,141086,10402,90618
1324,ML Engineer,Finance,OpenCV,Low,137850,99887,160838
1325,ML Engineer,Marketing,UiPath,Medium,130205,28841,196158
1326,RPA Developer,Marketing,ChatGPT,Low,93757,51011,58026
1327,Chatbot Operator,IT,ChatGPT,Medium,35634,137694,182966
1328,Chatbot Operator,Manufacturing,UiPath,Medium,131874,23176,137154
1329,Data Entry Clerk,IT,Power BI,High,127105,45482,183655
1330,RPA Developer,Marketing,Power BI,Low,149568,122596,155316
1331,ML Engineer,IT,Python,Medium,40966,81729,84851
1332,RPA Developer,Manufacturing,OpenCV,Low,144698,122599,171543
1333,Chatbot Operator,Marketing,TensorFlow,High,77048,29440,94594
1334,RPA Developer,Manufacturing,ChatGPT,High,127189,103430,177380
1335,ML Engineer,Marketing,ChatGPT,Low,95395,46492,119221
1336,Chatbot Operator,Healthcare,Power BI,High,64876,65159,156721
1337,RPA Developer,Finance,ChatGPT,Medium,149377,74097,110520
1338,Automation Analyst,Finance,ChatGPT,High,88817,146068,154789
1339,Data Entry Clerk,Healthcare,TensorFlow,High,75234,128828,48710
1340,Data Entry Clerk,Marketing,OpenCV,High,139096,6698,63662
1341,Chatbot Operator,Finance,UiPath,Medium,148173,113175,126664
1342,AI Engineer,Marketing,Python,Low,146756,146613,27149
1343,Chatbot Operator,IT,UiPath,Low,63339,125204,54195
1344,Automation Analyst,Marketing,TensorFlow,High,141817,58476,61967
1345,ML Engineer,IT,Python,Medium,79720,22274,30138
1346,Data Entry Clerk,Manufacturing,Power BI,Medium,146443,119833,173260
1347,Automation Analyst,Healthcare,TensorFlow,Low,129005,34273,45868
1348,Automation Analyst,Finance,UiPath,Medium,76593,94467,83166
1349,Automation Analyst,Manufacturing,ChatGPT,High,44108,90346,178889
1350,RPA Developer,Manufacturing,TensorFlow,Medium,132779,36926,153910
1351,Chatbot Operator,Finance,Power BI,Low,124101,124124,85943
1352,Chatbot Operator,Marketing,Python,Medium,99194,62713,69570
1353,Data Entry Clerk,Marketing,Python,Low,50642,108909,74818
1354,RPA Developer,Marketing,UiPath,Medium,61674,129608,46597
1355,ML Engineer,Finance,UiPath,High,130077,76873,175058
1356,AI Engineer,IT,UiPath,Low,116571,88623,152572
1357,ML Engineer,Healthcare,Python,Medium,47148,110218,156872
1358,Data Entry Clerk,Healthcare,TensorFlow,Medium,37121,50430,44666
1359,Chatbot Operator,Marketing,OpenCV,High,92198,134840,74614
1360,AI Engineer,IT,ChatGPT,Medium,69223,52111,82583
1361,AI Engineer,Finance,ChatGPT,Low,57416,33831,73079
1362,Data Entry Clerk,IT,TensorFlow,High,144054,61856,123762
1363,ML Engineer,Manufacturing,TensorFlow,Medium,69373,27203,169539
1364,Data Entry Clerk,IT,Power BI,Low,100768,8483,117579
1365,RPA Developer,Manufacturing,OpenCV,Medium,104043,48534,104338
1366,AI Engineer,Marketing,TensorFlow,Medium,111718,33495,13899
1367,ML Engineer,Manufacturing,Python,Medium,106281,144121,58544
1368,Data Entry Clerk,Healthcare,Python,Medium,87743,65955,133244
1369,RPA Developer,IT,Power BI,Low,149260,5235,127333
1370,Automation Analyst,IT,UiPath,Medium,114509,68838,109016
1371,Chatbot Operator,Marketing,TensorFlow,Low,141114,100232,155623
1372,Automation Analyst,Finance,TensorFlow,Medium,64000,69362,110172
1373,AI Engineer,Finance,Power BI,Medium,90471,71684,122574
1374,Automation Analyst,Manufacturing,Python,High,50461,66151,105530
1375,Automation Analyst,Manufacturing,Power BI,Medium,90305,77099,64838
1376,Chatbot Operator,Manufacturing,UiPath,High,124977,18214,23036
1377,Automation Analyst,Manufacturing,Python,Medium,67466,7853,51205
1378,Chatbot Operator,IT,Power BI,Low,140131,16290,184283
1379,Automation Analyst,Manufacturing,UiPath,High,41599,90822,29592
1380,Chatbot Operator,Manufacturing,UiPath,High,120380,64255,197125
1381,Chatbot Operator,Marketing,TensorFlow,High,88580,88854,63951
1382,Chatbot Operator,Manufacturing,Power BI,Medium,77398,25433,20659
1383,ML Engineer,Finance,OpenCV,Low,65592,141427,24368
1384,Automation Analyst,Finance,Python,Medium,111796,36162,151402
1385,RPA Developer,IT,Power BI,Medium,139410,91666,56007
1386,Data Entry Clerk,Manufacturing,Power BI,Low,46576,78714,111442
1387,Automation Analyst,IT,OpenCV,Medium,77070,82353,135177
1388,AI Engineer,IT,OpenCV,Medium,107386,134421,191857
1389,Chatbot Operator,Healthcare,Power BI,High,109395,43285,185403
1390,AI Engineer,Manufacturing,UiPath,Medium,99495,99323,79381
1391,Automation Analyst,Marketing,Python,Low,41001,143021,100458
1392,Chatbot Operator,Manufacturing,TensorFlow,Low,59752,42509,161482
1393,RPA Developer,Healthcare,Python,Medium,56877,111098,11093
1394,AI Engineer,IT,TensorFlow,Low,92758,114509,92007
1395,ML Engineer,IT,TensorFlow,Medium,96535,86233,106424
1396,RPA Developer,Healthcare,TensorFlow,Low,130985,85414,84592
1397,AI Engineer,Marketing,UiPath,High,43620,30086,36399
1398,RPA Developer,IT,OpenCV,Medium,97080,55113,167221
1399,Chatbot Operator,IT,OpenCV,Medium,96280,102416,114620
1400,RPA Developer,Manufacturing,Python,Medium,139429,138170,141652
1401,Data Entry Clerk,Healthcare,OpenCV,High,66692,111399,141277
1402,RPA Developer,Manufacturing,Python,Low,65744,67473,133827
1403,RPA Developer,Marketing,Python,Medium,112156,8903,155706
1404,AI Engineer,Finance,ChatGPT,Medium,119016,103205,61077
1405,AI Engineer,Healthcare,Power BI,Medium,86031,34323,74026
1406,RPA Developer,Marketing,OpenCV,Low,51471,105979,98871
1407,Chatbot Operator,Finance,Power BI,Low,76246,82749,175717
1408,Chatbot Operator,Finance,TensorFlow,Medium,132468,136283,156952
1409,Chatbot Operator,IT,Power BI,Medium,142628,39889,181778
1410,Chatbot Operator,Manufacturing,Python,Medium,107793,35882,30631
1411,RPA Developer,Marketing,UiPath,Low,53283,94644,148097
1412,Chatbot Operator,Marketing,ChatGPT,High,61124,27701,107959
1413,ML Engineer,IT,UiPath,Low,122016,38211,184007
1414,ML Engineer,Manufacturing,OpenCV,Low,61517,70278,189707
1415,Automation Analyst,Manufacturing,OpenCV,Low,49638,19538,143424
1416,ML Engineer,Healthcare,Power BI,Medium,77534,86778,146137
1417,Data Entry Clerk,Finance,Power BI,Low,95445,137144,166180
1418,AI Engineer,Marketing,OpenCV,Medium,135289,121279,146560
1419,Chatbot Operator,Manufacturing,TensorFlow,High,53471,45314,76745
1420,Automation Analyst,Finance,Power BI,Medium,135771,27669,144462
1421,ML Engineer,Manufacturing,Python,High,123140,112099,73380
1422,RPA Developer,Finance,TensorFlow,High,48815,113056,33708
1423,Chatbot Operator,Finance,TensorFlow,Low,98959,80849,103990
1424,RPA Developer,Healthcare,Power BI,High,36219,136501,14789
1425,AI Engineer,Healthcare,UiPath,Medium,132053,134366,78482
1426,RPA Developer,Healthcare,OpenCV,Low,35436,106579,116509
1427,Data Entry Clerk,Manufacturing,Power BI,High,111553,34811,100483
1428,Automation Analyst,IT,UiPath,Low,133271,120906,45443
1429,AI Engineer,IT,OpenCV,High,93569,38816,180375
1430,AI Engineer,Finance,Power BI,Low,134165,124199,170195
1431,Chatbot Operator,Manufacturing,UiPath,Low,90710,51635,185347
1432,Automation Analyst,Healthcare,UiPath,High,77287,118775,28299
1433,AI Engineer,Marketing,OpenCV,Medium,64541,74246,148020
1434,RPA Developer,IT,Power BI,Low,41247,66389,38401
1435,AI Engineer,Healthcare,UiPath,Low,49800,17019,135855
1436,ML Engineer,IT,Power BI,High,65267,50916,141360
1437,RPA Developer,Marketing,UiPath,Low,49107,146703,136841
1438,AI Engineer,Finance,TensorFlow,Low,86120,132495,81906
1439,RPA Developer,Marketing,UiPath,High,130447,64604,173619
1440,Automation Analyst,Marketing,ChatGPT,High,111999,145666,54029
1441,RPA Developer,Healthcare,ChatGPT,High,49587,68155,131650
1442,RPA Developer,Marketing,Python,Low,73738,120771,82618
1443,Chatbot Operator,Marketing,ChatGPT,Low,116222,62053,175850
1444,RPA Developer,Marketing,ChatGPT,Medium,103744,7950,129668
1445,Chatbot Operator,Manufacturing,OpenCV,Low,144380,143208,60463
1446,Chatbot Operator,Manufacturing,OpenCV,High,67794,57822,162707
1447,Chatbot Operator,Finance,ChatGPT,High,132432,19288,102391
1448,Automation Analyst,Healthcare,Python,High,133012,31420,181338
1449,AI Engineer,Marketing,Power BI,Low,76778,97228,163640
1450,Data Entry Clerk,Healthcare,OpenCV,High,140899,133339,57378
1451,AI Engineer,IT,OpenCV,Low,38003,116871,26122
1452,ML Engineer,Marketing,Power BI,High,139189,63975,129024
1453,Chatbot Operator,Manufacturing,ChatGPT,Low,112142,104564,74719
1454,RPA Developer,IT,Python,Low,148442,129893,123596
1455,Data Entry Clerk,IT,TensorFlow,Medium,68959,23740,104706
1456,Chatbot Operator,Manufacturing,Power BI,Low,117084,11172,160728
1457,Data Entry Clerk,Manufacturing,TensorFlow,Medium,115665,22729,87615
1458,ML Engineer,Marketing,ChatGPT,Medium,81220,46982,167441
1459,AI Engineer,Healthcare,OpenCV,Low,139991,128193,74932
1460,Data Entry Clerk,Marketing,UiPath,Medium,87632,95927,131393
1461,Chatbot Operator,Healthcare,TensorFlow,Medium,142304,143949,97438
1462,Automation Analyst,Healthcare,TensorFlow,Low,137004,137615,98449
1463,ML Engineer,Marketing,TensorFlow,High,125453,42401,34466
1464,ML Engineer,Healthcare,ChatGPT,Low,85785,65571,62935
1465,Chatbot Operator,Healthcare,ChatGPT,Medium,94288,84725,80078
1466,RPA Developer,Marketing,TensorFlow,Medium,119512,55998,24488
1467,Data Entry Clerk,Healthcare,UiPath,Medium,138825,57133,88547
1468,Automation Analyst,Healthcare,ChatGPT,Medium,142540,121161,126347
1469,Automation Analyst,Marketing,Power BI,High,118550,118346,190568
1470,Chatbot Operator,IT,Python,Medium,147454,83942,143279
1471,AI Engineer,Finance,Power BI,Medium,64696,60787,28734
1472,AI Engineer,IT,OpenCV,High,114589,8306,53737
1473,Chatbot Operator,Finance,UiPath,Medium,118574,111990,14294
1474,RPA Developer,Manufacturing,OpenCV,Low,35231,105432,80564
1475,Automation Analyst,IT,TensorFlow,High,106913,33885,110214
1476,Data Entry Clerk,Manufacturing,UiPath,Low,121565,131352,12745
1477,Automation Analyst,Healthcare,UiPath,Medium,79056,66967,176123
1478,Chatbot Operator,IT,ChatGPT,Low,143968,100684,198758
1479,Data Entry Clerk,Marketing,ChatGPT,Medium,89921,47110,162537
1480,Data Entry Clerk,Manufacturing,OpenCV,Low,76228,9817,157342
1481,Data Entry Clerk,IT,OpenCV,Low,135764,125175,90650
1482,RPA Developer,Healthcare,TensorFlow,High,92252,16424,119575
1483,ML Engineer,Finance,UiPath,High,79640,82377,40780
1484,RPA Developer,Finance,TensorFlow,High,128562,135225,90030
1485,Automation Analyst,Healthcare,Python,Medium,139207,108318,161017
1486,Data Entry Clerk,Marketing,UiPath,Low,54769,113541,188327
1487,RPA Developer,Manufacturing,Power BI,Low,111970,84970,192987
1488,AI Engineer,Healthcare,Python,High,127386,36423,114543
1489,Automation Analyst,Manufacturing,OpenCV,Low,116406,88757,186665
1490,RPA Developer,IT,TensorFlow,High,38779,112201,56587
1491,RPA Developer,Finance,UiPath,High,107336,86262,55451
1492,RPA Developer,IT,Python,Low,116888,87223,65490
1493,AI Engineer,Manufacturing,UiPath,Medium,138437,44535,142768
1494,AI Engineer,Healthcare,OpenCV,High,55851,134558,130321
1495,ML Engineer,IT,TensorFlow,High,50342,116564,78994
1496,ML Engineer,IT,Python,High,40953,112434,183038
1497,RPA Developer,Manufacturing,OpenCV,Medium,87179,85596,24504
1498,Chatbot Operator,Finance,Power BI,High,43697,143801,97595
1499,ML Engineer,Healthcare,TensorFlow,Medium,57747,56166,122695
1500,ML Engineer,Marketing,OpenCV,Low,128574,41134,176326
1501,Data Entry Clerk,Marketing,OpenCV,Medium,106201,126921,129534
1502,Chatbot Operator,Marketing,Power BI,Medium,147149,144678,120305
1503,Chatbot Operator,Finance,Power BI,Low,99447,9145,109251
1504,Chatbot Operator,Marketing,Power BI,High,123717,71695,17909
1505,ML Engineer,IT,Python,Low,102459,146287,92289
1506,Data Entry Clerk,IT,ChatGPT,Medium,69612,71403,161763
1507,Automation Analyst,IT,UiPath,Medium,124133,51049,94482
1508,Data Entry Clerk,Healthcare,Python,Medium,103984,85721,168406
1509,AI Engineer,Finance,TensorFlow,Low,74885,43454,88890
1510,AI Engineer,IT,Python,Low,125566,22181,65827
1511,Automation Analyst,Manufacturing,UiPath,High,112979,55895,155376
1512,AI Engineer,Finance,OpenCV,Medium,54329,70615,113664
1513,Chatbot Operator,Manufacturing,Power BI,Medium,96277,55290,106252
1514,Automation Analyst,IT,Power BI,Low,139645,13987,187909
1515,ML Engineer,IT,Power BI,Low,93881,22633,115283
1516,Automation Analyst,IT,ChatGPT,Low,108129,70392,95801
1517,Data Entry Clerk,Finance,OpenCV,Medium,99849,72491,180385
1518,RPA Developer,Healthcare,TensorFlow,High,43354,33260,186828
1519,Chatbot Operator,Marketing,Python,High,76022,5368,101080
1520,AI Engineer,Healthcare,TensorFlow,Low,113738,141331,180360
1521,AI Engineer,IT,ChatGPT,Low,53770,17478,199648
1522,ML Engineer,IT,ChatGPT,Medium,43072,139176,121064
1523,ML Engineer,Marketing,ChatGPT,High,149828,144479,114829
1524,Chatbot Operator,Marketing,TensorFlow,Medium,139518,42108,149579
1525,Data Entry Clerk,Marketing,TensorFlow,High,82645,32220,89967
1526,Data Entry Clerk,Marketing,TensorFlow,High,126187,7806,180244
1527,RPA Developer,Manufacturing,Power BI,Low,36074,136568,63637
1528,Chatbot Operator,Healthcare,Power BI,Low,124313,12797,193029
1529,RPA Developer,Healthcare,Python,Low,140694,38382,40340
1530,Data Entry Clerk,Marketing,TensorFlow,Medium,106497,61553,57960
1531,Data Entry Clerk,Healthcare,UiPath,Low,140526,100129,149370
1532,Data Entry Clerk,Finance,Power BI,Low,114591,33666,174535
1533,AI Engineer,Marketing,Power BI,Medium,50459,16349,17065
1534,AI Engineer,IT,UiPath,Medium,53918,69353,27166
1535,Data Entry Clerk,Healthcare,UiPath,Medium,131649,14212,94800
1536,AI Engineer,Finance,Python,Medium,90509,14904,139014
1537,RPA Developer,IT,Power BI,High,139622,47041,50717
1538,RPA Developer,IT,OpenCV,High,59877,93512,90053
1539,Chatbot Operator,Marketing,UiPath,Medium,81754,35859,166831
1540,Chatbot Operator,Healthcare,OpenCV,Low,85942,128434,87628
1541,Chatbot Operator,Manufacturing,Power BI,High,73012,58945,156283
1542,ML Engineer,Marketing,ChatGPT,Low,78626,102570,70550
1543,AI Engineer,Marketing,OpenCV,Medium,118421,128477,100865
1544,Chatbot Operator,IT,ChatGPT,High,53310,59742,120494
1545,Chatbot Operator,Healthcare,UiPath,High,36162,142092,103047
1546,ML Engineer,Manufacturing,TensorFlow,High,87961,40165,87623
1547,RPA Developer,Finance,TensorFlow,High,134653,118603,128812
1548,Automation Analyst,Manufacturing,Power BI,High,81134,33212,65165
1549,AI Engineer,Marketing,Power BI,Medium,80670,111033,129164
1550,Chatbot Operator,Healthcare,TensorFlow,High,58641,149268,168117
1551,ML Engineer,Manufacturing,Power BI,High,86013,53050,52150
1552,ML Engineer,Finance,UiPath,Medium,39039,111477,59092
1553,AI Engineer,Manufacturing,Power BI,Medium,61395,28813,187606
1554,Automation Analyst,Finance,TensorFlow,Low,124380,104181,169862
1555,Data Entry Clerk,Marketing,UiPath,High,66422,122051,40903
1556,Automation Analyst,Healthcare,Python,High,88839,35221,121692
1557,RPA Developer,IT,ChatGPT,High,44141,73421,170482
1558,ML Engineer,Manufacturing,UiPath,Medium,94450,60327,71474
1559,ML Engineer,Healthcare,TensorFlow,Medium,89716,75301,193435
1560,RPA Developer,Finance,Power BI,High,123746,121970,104852
1561,AI Engineer,Healthcare,OpenCV,Low,38360,133301,69407
1562,ML Engineer,Finance,UiPath,Medium,130481,46662,62961
1563,ML Engineer,Marketing,UiPath,Low,89620,104504,171630
1564,ML Engineer,IT,Power BI,Low,145250,43510,194421
1565,Data Entry Clerk,Manufacturing,ChatGPT,Medium,94414,67913,71942
1566,ML Engineer,Marketing,Python,Medium,72884,99274,187312
1567,Data Entry Clerk,IT,Power BI,Medium,95281,5787,145662
1568,ML Engineer,IT,Power BI,Medium,140799,126410,135590
1569,RPA Developer,Finance,OpenCV,Low,119312,104287,134416
1570,RPA Developer,Marketing,TensorFlow,Medium,66064,61598,28196
1571,Automation Analyst,Finance,Power BI,Medium,139481,131240,84974
1572,Chatbot Operator,Marketing,UiPath,Medium,149962,76359,120055
1573,RPA Developer,IT,Power BI,Low,77342,45732,54257
1574,Automation Analyst,Marketing,Power BI,High,86587,120126,157691
1575,Data Entry Clerk,IT,Power BI,High,77326,51559,193859
1576,AI Engineer,IT,TensorFlow,High,141807,81536,158766
1577,Chatbot Operator,Finance,ChatGPT,Medium,46954,57685,97143
1578,AI Engineer,Manufacturing,TensorFlow,High,65897,114317,173789
1579,RPA Developer,Healthcare,OpenCV,Medium,95975,83013,131726
1580,RPA Developer,Healthcare,Power BI,Low,59362,21550,122657
1581,Data Entry Clerk,Manufacturing,UiPath,Low,123121,41305,190581
1582,Automation Analyst,Finance,OpenCV,Medium,60810,64147,109369
1583,AI Engineer,IT,TensorFlow,Medium,92034,16686,74977
1584,AI Engineer,Marketing,TensorFlow,Medium,106748,101764,13565
1585,Data Entry Clerk,Marketing,ChatGPT,High,122284,106811,51336
1586,RPA Developer,Marketing,Power BI,High,55198,126889,32914
1587,Chatbot Operator,Manufacturing,TensorFlow,High,104198,55379,193156
1588,Data Entry Clerk,IT,Python,Low,38075,98741,87422
1589,ML Engineer,Manufacturing,Python,Medium,144397,52143,19308
1590,Chatbot Operator,Healthcare,Python,High,75600,96953,172193
1591,RPA Developer,IT,ChatGPT,High,56023,85327,115386
1592,Chatbot Operator,IT,UiPath,Low,79290,31277,68974
1593,RPA Developer,Manufacturing,OpenCV,High,47319,134634,197369
1594,Chatbot Operator,IT,Power BI,Medium,118413,126968,36969
1595,AI Engineer,Manufacturing,ChatGPT,High,87997,53303,140256
1596,Chatbot Operator,IT,Python,Medium,110804,80311,69920
1597,RPA Developer,Manufacturing,Python,High,140173,103199,85056
1598,RPA Developer,Healthcare,OpenCV,Medium,42495,65762,36442
1599,ML Engineer,IT,Power BI,Low,98127,25951,53559
1600,RPA Developer,Healthcare,Power BI,High,143848,125861,188566
1601,Data Entry Clerk,Marketing,Power BI,High,84536,70815,24184
1602,Data Entry Clerk,Marketing,Power BI,Medium,46242,69319,46232
1603,RPA Developer,Manufacturing,TensorFlow,High,128380,69873,47525
1604,ML Engineer,Manufacturing,UiPath,High,62389,82229,49188
1605,ML Engineer,Healthcare,ChatGPT,Medium,115365,94039,188573
1606,RPA Developer,Healthcare,Power BI,Medium,46921,128533,183656
1607,ML Engineer,Marketing,UiPath,High,80595,136052,136448
1608,RPA Developer,Healthcare,UiPath,High,50019,78700,142515
1609,Chatbot Operator,Healthcare,UiPath,High,84476,103572,40886
1610,AI Engineer,Finance,UiPath,High,44560,40881,131936
1611,RPA Developer,Healthcare,ChatGPT,High,61478,95823,66444
1612,Chatbot Operator,IT,Power BI,Medium,49994,118159,143366
1613,ML Engineer,Finance,OpenCV,Low,107791,82532,49111
1614,AI Engineer,Marketing,UiPath,Medium,69872,61629,56502
1615,Data Entry Clerk,Manufacturing,Python,High,132199,43165,156615
1616,Automation Analyst,IT,OpenCV,Low,128524,135244,71774
1617,Chatbot Operator,Healthcare,TensorFlow,Low,49665,102928,62304
1618,Data Entry Clerk,Manufacturing,UiPath,Low,35114,118323,38030
1619,AI Engineer,Finance,UiPath,High,145555,53227,85338
1620,ML Engineer,Healthcare,OpenCV,Medium,52619,129862,70529
1621,Data Entry Clerk,Manufacturing,ChatGPT,Medium,51062,95532,27829
1622,RPA Developer,Finance,UiPath,Medium,107358,32772,59180
1623,Chatbot Operator,Finance,Python,Low,71977,132451,83075
1624,AI Engineer,Healthcare,UiPath,Medium,117554,143111,96212
1625,Data Entry Clerk,IT,UiPath,High,145402,106512,175319
1626,ML Engineer,Healthcare,UiPath,Low,38159,5246,170555
1627,RPA Developer,Marketing,OpenCV,Medium,101955,85968,50122
1628,Automation Analyst,Healthcare,Power BI,Medium,89958,111711,144241
1629,Chatbot Operator,Manufacturing,Power BI,Medium,104293,127447,160002
1630,Automation Analyst,Marketing,Python,Low,78312,15040,17325
1631,Automation Analyst,Finance,Power BI,Medium,44689,39648,153134
1632,RPA Developer,Healthcare,TensorFlow,High,103040,17142,46867
1633,AI Engineer,Finance,OpenCV,Low,123665,40625,106399
1634,Data Entry Clerk,Healthcare,ChatGPT,High,65943,19084,47801
1635,Automation Analyst,Manufacturing,TensorFlow,High,36374,49512,172664
1636,ML Engineer,Marketing,ChatGPT,Low,78706,58457,175162
1637,Data Entry Clerk,Finance,UiPath,High,103352,36485,92444
1638,RPA Developer,Manufacturing,UiPath,Low,139469,133145,146053
1639,ML Engineer,IT,Python,High,111851,79000,90435
1640,Automation Analyst,Healthcare,OpenCV,Low,44928,87422,18608
1641,ML Engineer,Finance,Python,Medium,77766,7382,172734
1642,RPA Developer,Healthcare,Python,Low,94026,128701,105086
1643,Data Entry Clerk,Manufacturing,OpenCV,Low,89482,134191,11303
1644,ML Engineer,Healthcare,Python,Medium,121172,102531,38014
1645,Data Entry Clerk,Marketing,UiPath,High,43949,108551,38830
1646,Data Entry Clerk,Manufacturing,ChatGPT,Low,63945,48172,86727
1647,Data Entry Clerk,IT,OpenCV,Low,89959,33348,175847
1648,Automation Analyst,Finance,Python,Low,82836,125029,107957
1649,AI Engineer,Manufacturing,UiPath,High,59896,48037,110047
1650,RPA Developer,Finance,TensorFlow,High,37997,129223,67219
1651,Data Entry Clerk,IT,ChatGPT,Medium,38053,100362,175948
1652,AI Engineer,Finance,ChatGPT,Low,95035,108651,100116
1653,Data Entry Clerk,Manufacturing,Python,High,46368,59118,75154
1654,ML Engineer,IT,Python,Low,136247,146965,174244
1655,RPA Developer,Marketing,UiPath,High,111565,30194,45746
1656,Data Entry Clerk,Finance,ChatGPT,High,118370,104837,129445
1657,RPA Developer,Manufacturing,TensorFlow,High,123574,49696,194027
1658,ML Engineer,Marketing,Python,High,111540,104195,143455
1659,Chatbot Operator,Healthcare,TensorFlow,High,88747,95094,177658
1660,Chatbot Operator,Finance,Power BI,Medium,100117,64427,74581
1661,Automation Analyst,Healthcare,OpenCV,Medium,117290,85976,54456
1662,ML Engineer,Finance,UiPath,Low,149864,131934,53266
1663,RPA Developer,Manufacturing,OpenCV,High,37593,39080,170280
1664,ML Engineer,Finance,ChatGPT,Medium,130470,61737,47810
