human_job_id,job_title,industry,key_human_skill,emotional_or_physical_labor,median_salary_usd,job_openings_2024,projected_openings_2030
1085,Designer,IT,Creativity,True,99364,26744,108088
1086,Doctor,Manufacturing,Empathy,True,151021,97798,161972
1087,Teacher,IT,Empathy,True,66805,144225,24477
1088,Designer,Healthcare,Problem Solving,True,117357,76855,72481
1089,Manager,Marketing,Leadership,False,118959,98442,157444
1090,Electrician,Healthcare,Leadership,False,146191,156539,168954
1091,Doctor,Manufacturing,Problem Solving,True,74440,162867,52937
1092,Teacher,IT,Manual Skill,True,77999,142041,94537
1093,Doctor,Manufacturing,Manual Skill,False,78819,129149,64244
1094,Doctor,IT,Leadership,False,149029,8545,182166
1095,Nurse,Healthcare,Manual Skill,True,89067,26280,100039
1096,Teacher,Manufacturing,Empathy,False,65308,128123,66798
1097,Teacher,Healthcare,Manual Skill,False,54930,135820,125957
1098,Doctor,Finance,Manual Skill,False,159754,62676,169979
1099,Doctor,IT,Leadership,False,127341,16925,198114
1100,Teacher,Manufacturing,Leadership,True,116490,67748,142348
1101,Designer,IT,Problem Solving,False,97439,81755,216837
1102,Manager,Marketing,Problem Solving,True,131627,152460,74915
1103,Nurse,Marketing,Creativity,False,60531,176711,81548
1104,Manager,IT,Leadership,True,130506,179601,150071
1105,Teacher,Manufacturing,Manual Skill,False,58498,137438,191244
1106,Manager,Manufacturing,Leadership,True,155183,177937,145721
1107,Electrician,Manufacturing,Creativity,False,84057,77211,204830
1108,Designer,Healthcare,Problem Solving,True,59413,40583,53563
1109,Teacher,Marketing,Empathy,False,131528,29364,139438
1110,Electrician,Finance,Problem Solving,True,153684,141255,215267
1111,Nurse,Healthcare,Manual Skill,False,80768,54416,86301
1112,Nurse,Marketing,Manual Skill,False,112106,146920,163991
1113,Manager,IT,Empathy,True,128154,32403,85242
1114,Manager,IT,Manual Skill,False,95785,121406,203187
1115,Doctor,IT,Problem Solving,True,103989,98472,29001
1116,Designer,IT,Empathy,True,84016,100106,217378
1117,Teacher,Marketing,Manual Skill,False,81091,132151,70484
1118,Nurse,Finance,Problem Solving,True,51714,79796,40654
1119,Nurse,Finance,Creativity,True,49549,32577,166835
1120,Designer,Manufacturing,Creativity,True,156983,106187,54136
1121,Teacher,Manufacturing,Problem Solving,False,117550,96258,96125
1122,Teacher,Marketing,Leadership,False,134224,8994,131641
1123,Doctor,Marketing,Creativity,True,75828,56127,138975
1124,Electrician,Marketing,Manual Skill,True,132510,144763,126714
1125,Teacher,IT,Manual Skill,False,120284,71437,190521
1126,Manager,Marketing,Empathy,False,95207,55993,158642
1127,Manager,Finance,Manual Skill,True,131713,102759,20408
1128,Designer,Finance,Empathy,True,54718,11462,200932
1129,Electrician,Finance,Empathy,False,129054,98712,120248
1130,Manager,Healthcare,Problem Solving,False,115616,78861,118301
1131,Teacher,Manufacturing,Leadership,False,71598,166338,68939
1132,Electrician,Marketing,Manual Skill,False,131988,21731,183014
1133,Designer,IT,Manual Skill,True,97636,133875,173198
1134,Teacher,Marketing,Creativity,False,54037,21834,204084
1135,Electrician,Healthcare,Leadership,True,80014,19500,124754
1136,Teacher,Finance,Manual Skill,True,51700,61526,102745
1137,Nurse,Manufacturing,Leadership,False,111272,154585,212819
1138,Manager,Marketing,Creativity,False,113626,89711,53658
1139,Designer,Finance,Problem Solving,False,51428,127438,34333
1140,Designer,Marketing,Creativity,True,79203,88934,193500
1141,Electrician,Manufacturing,Creativity,False,51009,24558,158874
1142,Electrician,Finance,Problem Solving,False,86676,82433,52852
1143,Manager,Manufacturing,Creativity,True,121512,119089,20244
1144,Manager,Marketing,Leadership,False,72331,173147,24611
1145,Electrician,Marketing,Creativity,True,138726,21000,83489
1146,Designer,Healthcare,Leadership,True,62531,32654,25256
1147,Electrician,IT,Creativity,False,102964,110880,137794
1148,Manager,Manufacturing,Leadership,False,102698,11457,128046
1149,Designer,Healthcare,Problem Solving,True,114310,101136,48547
1150,Nurse,Manufacturing,Manual Skill,False,47569,153301,184189
1151,Nurse,IT,Problem Solving,False,66219,166840,120931
1152,Electrician,Marketing,Empathy,True,140733,75926,186872
1153,Doctor,Marketing,Leadership,False,121598,144149,216113
1154,Teacher,Finance,Problem Solving,False,109854,55985,110206
1155,Manager,Healthcare,Problem Solving,False,106885,36962,80806
1156,Doctor,Healthcare,Problem Solving,True,101226,53683,64242
1157,Teacher,Finance,Creativity,True,44673,141171,87612
1158,Nurse,Manufacturing,Empathy,False,114414,135277,192140
1159,Teacher,Finance,Creativity,True,159844,116524,192828
1160,Electrician,Marketing,Leadership,False,117649,85298,184909
1161,Doctor,Marketing,Creativity,True,134397,95252,193640
1162,Teacher,Finance,Creativity,False,98392,132140,196511
1163,Nurse,Manufacturing,Leadership,True,87522,113464,85635
1164,Electrician,IT,Creativity,False,104224,128483,89635
1165,Electrician,Manufacturing,Problem Solving,False,66441,121448,156610
1166,Nurse,Manufacturing,Creativity,False,148836,93252,136161
1167,Manager,IT,Manual Skill,True,115262,141498,71524
1168,Designer,Manufacturing,Empathy,True,151038,69041,54893
1169,Designer,Marketing,Manual Skill,False,140182,93763,161951
1170,Teacher,Healthcare,Empathy,True,158448,26547,144574
1171,Designer,Healthcare,Problem Solving,False,81539,67040,150046
1172,Electrician,IT,Manual Skill,False,141919,140703,115087
1173,Manager,Healthcare,Problem Solving,False,69388,158947,89749
1174,Nurse,Manufacturing,Empathy,True,124922,60193,29117
1175,Electrician,Manufacturing,Problem Solving,False,65573,74011,98202
1176,Manager,Marketing,Problem Solving,True,157049,51577,94829
1177,Teacher,Manufacturing,Leadership,False,116471,136943,156145
1178,Nurse,Finance,Leadership,True,130649,13904,86364
1179,Designer,Manufacturing,Empathy,True,82416,113187,121400
1180,Nurse,Finance,Manual Skill,True,109042,167038,63757
1181,Electrician,Marketing,Manual Skill,True,89217,142393,117119
1182,Nurse,Finance,Manual Skill,True,114127,149047,191624
1183,Nurse,Healthcare,Empathy,True,85969,176506,211260
1184,Manager,Finance,Empathy,True,158492,93683,59558
1185,Designer,Manufacturing,Creativity,False,89215,164981,124912
1186,Manager,Healthcare,Problem Solving,True,71058,45228,46661
1187,Teacher,Finance,Manual Skill,True,64064,104121,216970
1188,Teacher,IT,Empathy,True,49909,137121,92311
1189,Teacher,Marketing,Manual Skill,False,97405,89453,121572
1190,Nurse,Manufacturing,Leadership,False,105998,118951,183164
1191,Electrician,Healthcare,Creativity,False,114196,154525,61480
1192,Manager,Healthcare,Creativity,True,128330,13910,149158
1193,Teacher,Marketing,Empathy,True,41479,19032,194385
1194,Manager,Finance,Leadership,False,104117,35419,140695
1195,Designer,Manufacturing,Leadership,True,112021,173283,31153
1196,Designer,Healthcare,Leadership,True,66384,91296,193930
1197,Manager,Manufacturing,Manual Skill,True,136418,139610,184442
1198,Teacher,Finance,Manual Skill,True,123517,88016,110965
1199,Manager,Marketing,Empathy,True,44540,32582,103118
1200,Manager,Finance,Manual Skill,False,125188,162932,183717
1201,Doctor,Manufacturing,Leadership,True,118831,56872,166297
1202,Designer,IT,Problem Solving,False,65215,105730,170495
1203,Manager,Manufacturing,Problem Solving,True,116460,11962,29971
1204,Manager,Marketing,Creativity,True,113419,146073,27683
1205,Doctor,Manufacturing,Leadership,True,78392,101517,216343
1206,Electrician,Finance,Manual Skill,True,159399,154030,127674
1207,Doctor,Finance,Creativity,True,124696,146689,91739
1208,Designer,Marketing,Empathy,False,40610,19402,143999
1209,Designer,Marketing,Problem Solving,True,116917,93748,180663
1210,Teacher,Manufacturing,Creativity,False,94070,88480,48337
1211,Teacher,Manufacturing,Creativity,True,127514,106042,215729
1212,Doctor,Marketing,Manual Skill,False,108458,135538,156696
1213,Designer,Healthcare,Empathy,True,112554,59729,110818
1214,Manager,IT,Creativity,True,132708,84786,206965
1215,Manager,Marketing,Leadership,False,56570,130573,53613
1216,Designer,Finance,Leadership,True,149912,32183,44437
1217,Teacher,Manufacturing,Empathy,False,43968,21473,115644
1218,Manager,Finance,Creativity,True,146897,45162,146448
1219,Manager,IT,Manual Skill,False,146598,19207,96193
1220,Designer,Manufacturing,Empathy,True,85122,82966,103755
1221,Doctor,Healthcare,Creativity,False,144528,147230,69940
1222,Manager,Healthcare,Manual Skill,True,135921,177767,135332
1223,Electrician,Manufacturing,Problem Solving,False,121252,69411,170263
1224,Teacher,Manufacturing,Manual Skill,False,147181,69741,146421
1225,Doctor,IT,Problem Solving,True,44971,83666,128785
1226,Electrician,Finance,Creativity,True,72766,91909,215528
1227,Teacher,IT,Empathy,False,81513,24456,134680
1228,Designer,Healthcare,Empathy,True,52674,146698,61140
1229,Manager,IT,Empathy,False,46051,173010,40219
1230,Nurse,Manufacturing,Empathy,True,87564,103625,83145
1231,Electrician,Healthcare,Empathy,True,96965,174962,140891
1232,Manager,Marketing,Empathy,False,134616,91312,64744
1233,Manager,Manufacturing,Leadership,False,127039,134248,186597
1234,Manager,IT,Leadership,False,143377,83962,151210
1235,Nurse,Manufacturing,Leadership,True,131340,77196,110937
1236,Manager,Finance,Creativity,True,82660,38820,46980
1237,Designer,Marketing,Empathy,True,52681,154127,179612
1238,Electrician,Finance,Manual Skill,False,71310,176086,176673
1239,Designer,Manufacturing,Manual Skill,False,128669,131156,66366
1240,Electrician,Marketing,Empathy,False,50626,17524,151455
1241,Manager,Manufacturing,Creativity,False,79314,62760,86635
1242,Teacher,Marketing,Empathy,False,105648,155963,184388
1243,Manager,IT,Manual Skill,True,75310,93812,140557
1244,Teacher,IT,Manual Skill,False,158319,110378,20199
1245,Nurse,Healthcare,Manual Skill,True,80808,32769,190141
1246,Doctor,Healthcare,Problem Solving,False,136999,158195,116603
1247,Electrician,Healthcare,Creativity,False,149438,174836,51601
1248,Manager,Manufacturing,Creativity,True,81773,32113,217434
1249,Nurse,Manufacturing,Manual Skill,False,143256,91942,29489
1250,Nurse,Manufacturing,Empathy,False,89314,45680,181350
1251,Designer,Manufacturing,Problem Solving,True,159990,8124,133047
1252,Designer,Finance,Creativity,False,148067,164207,45610
1253,Manager,Healthcare,Manual Skill,True,159713,58775,133205
1254,Manager,Marketing,Leadership,True,67696,150770,48101
1255,Teacher,Manufacturing,Manual Skill,True,82299,175562,23240
1256,Manager,Marketing,Problem Solving,False,80931,128678,98768
1257,Manager,Manufacturing,Creativity,False,95530,75190,132583
1258,Electrician,Marketing,Problem Solving,True,89952,149661,143741
1259,Teacher,Finance,Manual Skill,True,116920,127588,194810
1260,Electrician,Manufacturing,Manual Skill,False,134469,164119,44194
1261,Manager,Marketing,Leadership,False,63572,12295,202188
1262,Teacher,Healthcare,Empathy,True,42090,74529,29810
1263,Manager,IT,Creativity,True,66416,168673,31271
1264,Designer,Healthcare,Creativity,False,144523,53349,32644
1265,Doctor,Manufacturing,Empathy,True,151443,105832,54730
1266,Teacher,Healthcare,Problem Solving,True,157890,15783,110375
1267,Doctor,IT,Problem Solving,False,41333,70567,191734
1268,Teacher,IT,Leadership,False,70780,179782,108721
1269,Manager,Healthcare,Manual Skill,True,104475,160469,45304
1270,Manager,Finance,Empathy,True,50290,138564,99268
1271,Doctor,IT,Creativity,True,66420,110825,208297
1272,Teacher,Finance,Manual Skill,True,122982,96674,28662
1273,Nurse,Finance,Creativity,True,114281,88212,61062
1274,Designer,Marketing,Leadership,True,73530,17850,149643
1275,Designer,Finance,Manual Skill,False,72780,51059,91790
1276,Manager,Marketing,Manual Skill,True,42453,8882,43076
1277,Teacher,IT,Creativity,True,98354,151652,49802
1278,Nurse,Healthcare,Empathy,True,122222,42325,191787
1279,Electrician,Marketing,Leadership,False,93785,114746,172690
1280,Doctor,Marketing,Creativity,False,123578,81106,107978
1281,Nurse,Manufacturing,Leadership,True,147334,77491,183355
1282,Electrician,Marketing,Manual Skill,True,91382,97703,163535
1283,Doctor,Healthcare,Leadership,True,41842,37614,157603
1284,Designer,Healthcare,Creativity,True,74844,63172,217046
1285,Nurse,Marketing,Creativity,True,152338,84665,215178
1286,Manager,Healthcare,Creativity,False,87038,37182,205157
1287,Designer,Finance,Manual Skill,True,60847,171090,68808
1288,Doctor,Finance,Empathy,False,87583,28817,130897
1289,Electrician,Manufacturing,Manual Skill,True,114242,147651,40148
1290,Electrician,Marketing,Problem Solving,False,50873,163243,218223
1291,Nurse,Healthcare,Manual Skill,True,75013,128018,191078
1292,Designer,Manufacturing,Manual Skill,False,61299,129614,219390
1293,Doctor,Finance,Creativity,False,99786,48577,137837
1294,Manager,Marketing,Leadership,True,78787,27180,82930
1295,Electrician,IT,Empathy,False,114587,152088,28624
1296,Manager,IT,Creativity,False,112559,83795,147024
1297,Doctor,Marketing,Problem Solving,True,105854,16544,136158
1298,Teacher,Finance,Creativity,True,92044,118164,77926
1299,Doctor,Marketing,Problem Solving,True,100935,132112,62195
1300,Designer,Manufacturing,Manual Skill,True,101476,130794,73794
1301,Designer,Healthcare,Problem Solving,False,113133,117107,71478
1302,Electrician,IT,Problem Solving,False,99109,57017,52637
1303,Electrician,Finance,Leadership,True,129152,115187,167882
1304,Doctor,Marketing,Manual Skill,True,151489,9635,194606
1305,Manager,Healthcare,Problem Solving,False,101407,65483,179698
1306,Designer,Finance,Creativity,False,81638,61171,143322
1307,Teacher,Manufacturing,Problem Solving,True,127431,156617,174137
1308,Nurse,Manufacturing,Leadership,True,46436,102205,56558
1309,Manager,Marketing,Creativity,True,63826,13657,28052
1310,Nurse,Manufacturing,Leadership,True,154871,126029,105239
1311,Doctor,Healthcare,Empathy,True,159563,142694,202582
1312,Nurse,Finance,Creativity,True,88174,81745,20969
1313,Electrician,Manufacturing,Creativity,True,44671,46231,138586
1314,Electrician,IT,Empathy,False,58913,20087,84869
1315,Doctor,Manufacturing,Empathy,True,83567,40609,193916
1316,Designer,Finance,Leadership,True,114725,160944,66057
1317,Doctor,IT,Leadership,False,138246,137161,50727
1318,Manager,Manufacturing,Manual Skill,False,108932,135667,99741
1319,Doctor,Finance,Creativity,True,99530,152986,81218
1320,Manager,Finance,Empathy,True,126857,146523,192924
1321,Doctor,Healthcare,Empathy,True,129436,92158,82214
1322,Nurse,Healthcare,Manual Skill,False,108312,90826,28497
1323,Doctor,Finance,Empathy,False,137553,104524,70610
1324,Teacher,Finance,Leadership,False,97894,109971,211322
1325,Doctor,Marketing,Problem Solving,False,125670,101884,40726
1326,Teacher,IT,Problem Solving,True,45740,156030,196387
1327,Manager,Manufacturing,Creativity,True,79475,46952,73047
1328,Designer,Finance,Creativity,False,124471,105332,200819
1329,Doctor,IT,Empathy,False,91197,48736,21542
1330,Electrician,Healthcare,Problem Solving,False,69642,58488,52391
1331,Electrician,Marketing,Problem Solving,False,117657,38041,153340
1332,Doctor,Manufacturing,Creativity,True,63696,43958,98088
1333,Doctor,Healthcare,Problem Solving,True,126197,98437,83586
1334,Electrician,Healthcare,Creativity,False,58315,166258,212461
1335,Designer,Healthcare,Problem Solving,False,73327,76448,189394
1336,Manager,Manufacturing,Creativity,False,140753,164932,197369
1337,Designer,Marketing,Manual Skill,False,58008,123212,119298
1338,Teacher,Marketing,Leadership,True,46022,130546,107804
1339,Teacher,IT,Leadership,False,103416,16935,26061
1340,Nurse,Healthcare,Leadership,False,145011,63334,86109
1341,Doctor,IT,Empathy,True,98658,124196,43215
1342,Doctor,Finance,Problem Solving,False,113077,143795,208969
1343,Doctor,Healthcare,Creativity,True,50816,43190,158705
1344,Doctor,Finance,Problem Solving,True,48543,156530,77520
1345,Nurse,Manufacturing,Manual Skill,False,116369,39702,153409
1346,Nurse,Finance,Problem Solving,False,115436,104660,109866
1347,Doctor,Manufacturing,Empathy,False,49678,91882,212944
1348,Designer,Marketing,Leadership,False,139782,26023,55766
1349,Nurse,Manufacturing,Problem Solving,True,118288,157190,192754
1350,Designer,Manufacturing,Creativity,False,148705,175651,201809
1351,Designer,IT,Problem Solving,False,110629,166152,187198
1352,Electrician,Marketing,Leadership,True,56686,41044,34173
1353,Nurse,Marketing,Leadership,True,122751,139567,94601
1354,Nurse,Manufacturing,Empathy,True,103116,15267,65172
1355,Designer,Marketing,Empathy,False,155047,38989,142545
1356,Manager,IT,Leadership,True,64486,19187,37019
1357,Designer,Marketing,Empathy,False,121028,74281,67062
1358,Doctor,Marketing,Empathy,False,148980,60526,112926
1359,Designer,Healthcare,Problem Solving,False,56287,171600,168823
1360,Electrician,IT,Empathy,False,101798,105787,26036
1361,Designer,Manufacturing,Empathy,True,91716,52411,67494
1362,Electrician,Finance,Leadership,True,129166,169533,105866
1363,Nurse,IT,Manual Skill,True,129639,137866,166291
1364,Designer,IT,Empathy,True,78464,155653,102979
1365,Nurse,Marketing,Problem Solving,True,50220,115842,202485
1366,Manager,Finance,Manual Skill,True,151452,50413,206729
1367,Manager,IT,Empathy,False,42856,78453,200511
1368,Nurse,Finance,Manual Skill,True,56050,114216,148108
1369,Manager,Marketing,Problem Solving,False,70269,46706,77495
1370,Nurse,Finance,Empathy,False,81476,151934,171980
1371,Electrician,Manufacturing,Manual Skill,True,112867,13834,68798
1372,Nurse,Finance,Empathy,True,111548,97509,40921
1373,Manager,Finance,Manual Skill,False,62653,83841,128227
1374,Nurse,Healthcare,Creativity,True,63123,74978,73222
1375,Electrician,IT,Creativity,True,124040,79134,101614
1376,Designer,Healthcare,Creativity,True,152513,51485,104968
1377,Manager,Healthcare,Manual Skill,False,117382,131752,81932
1378,Teacher,IT,Leadership,True,124491,118033,72150
1379,Electrician,IT,Leadership,True,99564,162958,47504
1380,Manager,Manufacturing,Creativity,True,95823,164952,94423
1381,Electrician,Finance,Problem Solving,True,101906,94558,152620
1382,Teacher,Marketing,Creativity,False,85343,65028,54265
1383,Electrician,Marketing,Problem Solving,True,106720,16124,31127
1384,Electrician,Healthcare,Manual Skill,True,150558,112545,174621
1385,Nurse,Marketing,Empathy,False,42888,98992,119246
1386,Designer,Healthcare,Manual Skill,False,101279,179026,149315
1387,Nurse,Manufacturing,Manual Skill,False,40107,57522,161288
1388,Manager,Healthcare,Creativity,True,73328,174909,152810
1389,Doctor,Finance,Problem Solving,False,40520,8105,25759
1390,Doctor,Manufacturing,Problem Solving,False,119548,31824,170102
1391,Doctor,Healthcare,Empathy,True,56350,54401,124887
1392,Nurse,Manufacturing,Empathy,False,109628,51616,214087
1393,Teacher,Marketing,Creativity,True,149458,65512,52770
1394,Teacher,Manufacturing,Manual Skill,True,63123,80833,175271
1395,Designer,Manufacturing,Problem Solving,True,70612,159987,140689
1396,Teacher,Manufacturing,Problem Solving,False,86524,165763,154660
1397,Teacher,IT,Creativity,True,137833,45154,74475
1398,Teacher,Marketing,Leadership,False,140406,133885,75157
1399,Manager,IT,Creativity,True,64574,70239,102337
1400,Doctor,Manufacturing,Leadership,False,111554,16684,33708
1401,Electrician,Manufacturing,Creativity,False,142018,160162,73699
1402,Electrician,Manufacturing,Leadership,False,139529,79862,84063
1403,Teacher,Marketing,Creativity,False,46818,60296,137695
1404,Doctor,Finance,Leadership,False,107631,25296,24338
1405,Designer,Healthcare,Problem Solving,True,89253,166415,52456
1406,Designer,Marketing,Problem Solving,False,120503,108621,47663
1407,Nurse,Finance,Creativity,True,94973,155374,164701
1408,Manager,Healthcare,Manual Skill,False,150090,172513,136274
1409,Nurse,Healthcare,Leadership,False,57879,110405,33986
1410,Teacher,Marketing,Manual Skill,False,95353,33100,29991
1411,Doctor,Manufacturing,Empathy,False,113987,170920,215010
1412,Manager,Healthcare,Creativity,True,48148,77008,50421
1413,Designer,Manufacturing,Creativity,False,115553,75663,192886
1414,Designer,Manufacturing,Creativity,True,141602,58362,169302
1415,Manager,Manufacturing,Empathy,True,143806,119562,202558
1416,Teacher,Finance,Leadership,False,126855,28060,137468
1417,Teacher,Marketing,Leadership,True,157825,56939,30600
1418,Designer,Marketing,Leadership,False,72115,76438,72637
1419,Doctor,IT,Empathy,False,69665,110947,188494
1420,Doctor,IT,Creativity,True,116884,61156,201009
1421,Nurse,Marketing,Empathy,False,58122,88167,199215
1422,Manager,Marketing,Problem Solving,True,150901,66850,176630
1423,Nurse,Finance,Manual Skill,False,137478,25502,134122
1424,Nurse,Manufacturing,Manual Skill,True,107488,69284,31471
1425,Teacher,Marketing,Leadership,True,83213,107124,70379
1426,Doctor,Finance,Problem Solving,False,133177,65926,162055
1427,Electrician,Marketing,Problem Solving,True,75172,31828,112371
1428,Electrician,Marketing,Problem Solving,False,120037,119432,67856
1429,Teacher,Healthcare,Leadership,False,99590,177560,90556
1430,Manager,Finance,Manual Skill,True,121823,158349,197068
1431,Doctor,Marketing,Problem Solving,True,113899,84404,176355
1432,Nurse,Manufacturing,Creativity,True,117287,85627,159094
1433,Teacher,Healthcare,Manual Skill,False,75873,91077,135602
1434,Manager,Manufacturing,Leadership,True,76365,122393,216463
1435,Manager,Marketing,Manual Skill,True,85453,21507,193934
1436,Doctor,Healthcare,Manual Skill,True,81485,64722,110739
1437,Nurse,Healthcare,Leadership,True,73945,57302,111878
1438,Doctor,IT,Manual Skill,True,61424,80971,170853
1439,Electrician,Marketing,Leadership,True,69189,111053,93531
1440,Teacher,Healthcare,Manual Skill,True,123992,144174,101456
1441,Manager,Healthcare,Empathy,True,63539,110200,195365
1442,Manager,Manufacturing,Creativity,True,134692,59941,55453
1443,Doctor,IT,Creativity,False,79160,147044,145600
1444,Nurse,Finance,Leadership,True,140236,177935,146208
1445,Electrician,Marketing,Leadership,False,43445,148867,71128
1446,Teacher,Manufacturing,Problem Solving,True,97137,149010,167266
1447,Designer,Healthcare,Empathy,True,78488,112761,89558
1448,Electrician,Healthcare,Creativity,False,71875,117296,211555
1449,Doctor,Healthcare,Empathy,False,110634,76832,53453
1450,Electrician,Manufacturing,Leadership,False,130022,129000,194912
1451,Manager,Healthcare,Creativity,False,61901,175873,108958
1452,Doctor,Marketing,Problem Solving,True,49902,155258,187544
1453,Electrician,IT,Manual Skill,True,44963,34640,204799
1454,Electrician,Finance,Manual Skill,False,71983,155721,127188
1455,Doctor,Marketing,Leadership,True,87243,158203,83602
1456,Teacher,Healthcare,Leadership,True,119310,120769,32936
1457,Electrician,Finance,Problem Solving,False,158498,144647,118181
1458,Manager,Manufacturing,Empathy,True,68307,128027,92290
1459,Teacher,Healthcare,Creativity,True,115184,66392,115011
1460,Teacher,IT,Manual Skill,False,132792,134774,33244
1461,Manager,Healthcare,Manual Skill,False,100607,107747,105076
1462,Nurse,Manufacturing,Manual Skill,True,79663,155700,175743
1463,Designer,Finance,Empathy,False,120861,166748,191605
1464,Electrician,Finance,Manual Skill,False,120062,80823,209010
1465,Electrician,Marketing,Problem Solving,True,98158,74902,182249
1466,Doctor,Finance,Problem Solving,False,64758,76656,134438
1467,Nurse,Healthcare,Manual Skill,True,53198,157821,122663
1468,Doctor,Finance,Problem Solving,True,70214,86027,55626
1469,Designer,Marketing,Creativity,True,138356,146676,172614
1470,Manager,Finance,Empathy,True,116426,31352,43348
1471,Electrician,IT,Creativity,False,125956,120309,68480
1472,Designer,IT,Creativity,False,157015,32542,162781
1473,Nurse,Finance,Leadership,True,129016,94682,67755
1474,Manager,Finance,Creativity,False,81884,97502,195801
1475,Doctor,Healthcare,Problem Solving,True,150189,171695,101460
1476,Teacher,IT,Creativity,True,132184,80927,64223
1477,Electrician,Healthcare,Creativity,False,100950,144308,60546
1478,Manager,IT,Problem Solving,True,84680,91440,91429
1479,Designer,Healthcare,Creativity,False,47988,154893,136916
1480,Doctor,Manufacturing,Creativity,False,128566,103750,108891
1481,Doctor,Finance,Empathy,True,122387,114205,80555
1482,Doctor,Finance,Manual Skill,True,60856,14927,202927
1483,Doctor,Manufacturing,Manual Skill,True,118653,75338,195578
1484,Manager,Healthcare,Leadership,True,94238,112939,119001
1485,Teacher,Marketing,Problem Solving,False,130260,141457,62565
1486,Nurse,Marketing,Creativity,False,149888,151203,47868
1487,Teacher,IT,Problem Solving,False,60363,84288,165349
1488,Manager,IT,Creativity,False,112724,124622,117626
1489,Nurse,Finance,Manual Skill,True,63660,83723,172044
1490,Doctor,Manufacturing,Problem Solving,True,81757,83963,91564
1491,Teacher,IT,Creativity,True,101370,85595,128807
1492,Designer,Finance,Creativity,False,124505,148300,45800
1493,Nurse,Finance,Problem Solving,False,135770,93236,90818
1494,Doctor,Healthcare,Problem Solving,True,136768,103200,179283
1495,Nurse,Finance,Leadership,False,85252,25527,119316
1496,Nurse,Manufacturing,Leadership,True,52966,114576,127108
1497,Manager,Finance,Problem Solving,True,153721,50534,111284
1498,Electrician,Marketing,Leadership,True,40110,69103,58787
1499,Designer,Healthcare,Empathy,True,83684,163702,86731
1500,Doctor,IT,Manual Skill,False,49466,59606,23237
1501,Doctor,Marketing,Creativity,False,41923,81327,160266
1502,Nurse,Healthcare,Creativity,False,100224,167692,67172
1503,Electrician,IT,Manual Skill,True,45264,114396,196998
1504,Manager,Marketing,Empathy,True,140711,152293,156222
1505,Electrician,Marketing,Leadership,True,126513,35692,83837
1506,Doctor,Manufacturing,Problem Solving,True,117618,177781,170778
1507,Manager,Manufacturing,Empathy,True,120086,117443,135747
1508,Teacher,Manufacturing,Empathy,True,78198,113294,69922
1509,Manager,Healthcare,Creativity,False,113662,169324,209592
1510,Designer,Marketing,Problem Solving,False,141842,107051,169236
1511,Nurse,Marketing,Manual Skill,True,99065,91342,158695
1512,Designer,IT,Leadership,True,84219,110512,87653
1513,Teacher,Finance,Empathy,True,112622,145647,32983
1514,Doctor,Finance,Leadership,False,59843,111094,23447
1515,Nurse,Manufacturing,Problem Solving,True,63031,58389,75380
1516,Electrician,Finance,Empathy,True,130407,138672,51795
1517,Teacher,Manufacturing,Leadership,True,152346,169439,191590
1518,Manager,Healthcare,Leadership,False,121827,156400,38100
1519,Doctor,IT,Empathy,False,137835,61748,35589
1520,Nurse,IT,Manual Skill,True,88045,144409,137558
1521,Electrician,Healthcare,Empathy,True,114769,100049,108473
1522,Designer,Healthcare,Empathy,True,69349,73169,22275
1523,Teacher,Marketing,Creativity,False,54945,122573,97977
1524,Designer,IT,Creativity,True,74598,128791,102203
1525,Designer,IT,Manual Skill,False,156021,143095,86945
1526,Teacher,Finance,Manual Skill,False,115720,134394,169343
1527,Designer,Healthcare,Manual Skill,False,159055,133291,217806
1528,Teacher,Healthcare,Empathy,False,103199,152912,198668
1529,Electrician,Finance,Problem Solving,True,68927,19570,162165
1530,Electrician,Healthcare,Creativity,False,74704,152355,72011
1531,Manager,Manufacturing,Empathy,False,87666,77775,101262
1532,Teacher,Finance,Empathy,False,94944,159867,72332
1533,Doctor,IT,Leadership,True,82723,48475,146612
1534,Electrician,Manufacturing,Empathy,True,62342,80881,75442
1535,Manager,Healthcare,Problem Solving,True,136875,38199,142150
1536,Nurse,Finance,Empathy,True,145633,62821,147761
1537,Nurse,Finance,Leadership,True,99107,65006,136400
1538,Teacher,Marketing,Manual Skill,True,158080,90708,199188
1539,Teacher,Finance,Manual Skill,True,111009,99948,213200
1540,Electrician,Healthcare,Manual Skill,True,85050,72342,165018
1541,Nurse,Marketing,Empathy,True,96360,14598,154199
1542,Electrician,IT,Leadership,False,102863,104529,152594
1543,Teacher,Marketing,Problem Solving,True,111597,90254,196110
1544,Nurse,Finance,Manual Skill,True,97337,136240,110054
1545,Electrician,IT,Manual Skill,True,142545,13420,26002
1546,Nurse,Finance,Empathy,False,129131,110408,162490
1547,Teacher,Healthcare,Manual Skill,True,98141,135398,121507
1548,Designer,Manufacturing,Manual Skill,False,94255,175656,38930
1549,Manager,IT,Creativity,False,98934,134311,109452
1550,Nurse,Manufacturing,Manual Skill,True,57234,103905,106625
1551,Nurse,Finance,Manual Skill,True,143705,93329,201743
1552,Nurse,Manufacturing,Manual Skill,True,112969,170946,63133
1553,Electrician,Healthcare,Empathy,True,116905,24436,44909
1554,Designer,IT,Manual Skill,False,88814,35390,179015
1555,Electrician,IT,Manual Skill,False,126145,156902,147098
